metrica,mercado,p_actual,p_bayes,bayes_lo,bayes_hi,dif,discrepancia,cuota,p_implicita,cuota_justa_actual,cuota_justa_bayes,ev_actual,ev_bayes,veredicto
amarillas,1 (gana local),0.402672294515918,0.36427356905338326,0.28194452207278603,0.47377647670782325,-0.038398725462534755,False,,,2.48,2.75,,,sin cuota
amarillas,X (empate),0.21895010563928313,0.20125401462017728,0.18568026999906295,0.2178354963494706,-0.017696091019105853,False,,,4.57,4.97,,,sin cuota
amarillas,2 (gana visitante),0.37837759984479885,0.4344724163264393,0.32290373082367413,0.5270355781473562,0.05609481648164044,True,,,2.64,2.3,,,sin cuota
amarillas,Ambos anotan / suman,0.6978234242868742,0.7554913087251136,0.6914258966961814,0.813435690309409,0.05766788443823945,True,,,1.43,1.32,,,sin cuota
amarillas,Over 2.5,0.6988508993481022,0.7761934942109855,0.6985674396518918,0.8466511632652631,0.07734259486288331,True,,,1.43,1.29,,,sin cuota
amarillas,Under 2.5,0.3011491006518977,0.22380650578901448,0.15334883673473693,0.30143256034810806,-0.07734259486288322,True,,,3.32,4.47,,,sin cuota
amarillas,Over 3.5,0.48670261235472706,0.5890467313207519,0.4863621744189193,0.6886702945277539,0.10234411896602486,True,,,2.05,1.7,,,sin cuota
amarillas,Under 3.5,0.513297387645273,0.41095326867924814,0.3113297054722461,0.5136378255810806,-0.10234411896602486,True,,,1.95,2.43,,,sin cuota
amarillas,Over 4.5,0.2952890061110142,0.3971932280297481,0.294982280212531,0.5034491175105914,0.10190422191873388,True,1.8,0.5555555555555556,3.39,2.52,-0.4684797890001744,-0.2850521895464534,sin valor
amarillas,Under 4.5,0.7047109938889857,0.6028067719702519,0.4965508824894086,0.7050177197874689,-0.10190422191873383,True,2.0,0.5,1.42,1.66,0.40942198777797145,0.2056135439405038,valor: ambos
amarillas,Over 5.5,0.1571246337298514,0.23858585936069035,0.1569034396464967,0.32972228296348643,0.08146122563083896,True,,,6.36,4.19,,,sin cuota
amarillas,Under 5.5,0.8428753662701486,0.7614141406393096,0.6702777170365135,0.8430965603535032,-0.08146122563083902,True,,,1.19,1.31,,,sin cuota
rojas,1 (gana local),0.2823504110804799,0.11327826561333204,0.059443334325343634,0.1778120371451842,-0.16907214546714788,True,,,3.54,8.83,,,sin cuota
rojas,X (empate),0.6504059451049933,0.7956807688260065,0.7353992890404931,0.8596248932163613,0.1452748237210132,True,,,1.54,1.26,,,sin cuota
rojas,2 (gana visitante),0.06724364381452688,0.09104096556066162,0.05130737071530926,0.13872799521438495,0.023797321746134734,False,,,14.87,10.98,,,sin cuota
rojas,Ambos anotan / suman,0.029226572246593467,0.013123332924705092,0.00528792222143832,0.021637628093176896,-0.016103239321888375,False,,,34.22,76.2,,,sin cuota
rojas,Over 0.5,0.37281592859741836,0.2158062017780848,0.14559031850875415,0.28396061071119527,-0.15700972681933356,True,,,2.68,4.63,,,sin cuota
rojas,Under 0.5,0.6271840714025817,0.7841937982219153,0.7160393892888045,0.8544096814912459,0.15700972681933356,True,,,1.59,1.28,,,sin cuota
rojas,Over 1.5,0.08019949458235022,0.026616218744635673,0.011154259093430796,0.044788129739068636,-0.05358327583771455,True,,,12.47,37.57,,,sin cuota
rojas,Under 1.5,0.9198005054176498,0.9733837812553644,0.9552118702609312,0.9888457409065693,0.053583275837714606,True,,,1.09,1.03,,,sin cuota
