estadistico,observado,simulado,p05,p95,dentro
media_local,5.322,5.538,5.097,5.933,True
media_visita,4.534,4.616,4.224,4.992,True
desv_local,3.068,2.591,2.313,2.835,False
desv_visita,2.877,2.337,2.086,2.585,False
pct_local_mas,0.534,0.545,0.479,0.61,True
pct_igual,0.093,0.109,0.076,0.144,True
pct_visita_mas,0.373,0.346,0.28,0.419,True
pct_over_9.5,0.508,0.552,0.479,0.619,True
pct_ambos_positivos,0.945,0.979,0.962,0.996,False
