estadistico,observado,simulado,p05,p95,dentro
media_local,0.9,0.903,0.761,1.042,True
media_visita,0.652,0.666,0.543,0.796,True
desv_local,0.93,0.961,0.871,1.051,True
desv_visita,0.788,0.822,0.722,0.934,True
pct_local_mas,0.427,0.391,0.329,0.452,True
pct_igual,0.323,0.353,0.309,0.401,True
pct_visita_mas,0.251,0.256,0.206,0.313,True
pct_over_1.5,0.448,0.463,0.399,0.529,True
pct_ambos_positivos,0.269,0.282,0.232,0.336,True
