estadistico,observado,simulado,p05,p95,dentro
media_local,0.548,0.54,0.433,0.645,True
media_visita,0.512,0.541,0.433,0.664,True
desv_local,0.762,0.745,0.662,0.82,True
desv_visita,0.699,0.742,0.649,0.834,True
pct_local_mas,0.283,0.278,0.219,0.338,True
pct_igual,0.443,0.442,0.386,0.503,True
pct_visita_mas,0.274,0.279,0.224,0.338,True
pct_over_0.5,0.652,0.657,0.598,0.71,True
pct_ambos_positivos,0.16,0.167,0.124,0.214,True
