estadistico,observado,simulado,p05,p95,dentro
media_local,15.398,15.715,15.042,16.476,True
media_visita,12.669,12.772,12.131,13.483,True
desv_local,6.121,4.916,4.443,5.372,False
desv_visita,5.211,4.34,3.905,4.728,False
pct_local_mas,0.593,0.633,0.58,0.687,True
pct_igual,0.03,0.05,0.03,0.076,True
pct_visita_mas,0.377,0.317,0.258,0.369,False
pct_over_27.5,0.547,0.548,0.475,0.619,True
pct_ambos_positivos,1.0,1.0,1.0,1.0,True
