estadistico,observado,simulado,p05,p95,dentro
media_local,5.565,5.713,5.324,6.105,True
media_visita,4.324,4.434,4.081,4.802,True
desv_local,3.095,2.653,2.417,2.94,False
desv_visita,2.499,2.292,2.1,2.485,False
pct_local_mas,0.547,0.584,0.526,0.646,True
pct_igual,0.126,0.106,0.078,0.132,True
pct_visita_mas,0.327,0.31,0.249,0.369,True
pct_over_9.5,0.532,0.55,0.483,0.619,True
pct_ambos_positivos,0.952,0.977,0.958,0.991,False
