estadistico,observado,simulado,p05,p95,dentro
media_local,12.369,12.33,11.789,12.879,True
media_visita,12.712,12.621,12.059,13.19,True
desv_local,3.809,3.863,3.582,4.133,True
desv_visita,4.15,3.918,3.627,4.213,True
pct_local_mas,0.455,0.443,0.392,0.506,True
pct_igual,0.067,0.073,0.053,0.093,True
pct_visita_mas,0.478,0.484,0.425,0.541,True
pct_over_24.5,0.52,0.514,0.448,0.573,True
pct_ambos_positivos,1.0,1.0,1.0,1.0,True
