estadistico,observado,simulado,p05,p95,dentro
media_local,1.561,1.479,1.266,1.693,True
media_visita,1.251,1.301,1.117,1.526,True
desv_local,1.311,1.249,1.115,1.377,True
desv_visita,1.271,1.167,1.053,1.295,True
pct_local_mas,0.442,0.411,0.336,0.48,True
pct_igual,0.257,0.254,0.213,0.301,True
pct_visita_mas,0.301,0.335,0.272,0.398,True
pct_over_2.5,0.526,0.52,0.453,0.591,True
pct_ambos_positivos,0.512,0.549,0.488,0.617,True
