estadistico,observado,simulado,p05,p95,dentro
media_local,1.582,1.61,1.452,1.798,True
media_visita,1.146,1.172,1.007,1.325,True
desv_local,1.217,1.342,1.226,1.465,False
desv_visita,1.017,1.129,1.017,1.247,False
pct_local_mas,0.485,0.47,0.413,0.527,True
pct_igual,0.248,0.246,0.2,0.29,True
pct_visita_mas,0.267,0.284,0.232,0.341,True
pct_over_2.5,0.506,0.517,0.452,0.578,True
pct_ambos_positivos,0.566,0.528,0.464,0.582,True
