estadistico,observado,simulado,p05,p95,dentro
media_local,4.795,4.887,4.523,5.213,True
media_visita,3.936,4.085,3.778,4.442,True
desv_local,2.482,2.401,2.2,2.64,True
desv_visita,2.382,2.171,1.985,2.373,False
pct_local_mas,0.523,0.535,0.465,0.6,True
pct_igual,0.126,0.12,0.091,0.149,True
pct_visita_mas,0.351,0.346,0.289,0.415,True
pct_over_8.5,0.523,0.534,0.468,0.602,True
pct_ambos_positivos,0.962,0.967,0.947,0.982,True
