estadistico,observado,simulado,p05,p95,dentro
media_local,12.746,12.51,11.847,13.115,True
media_visita,11.992,11.817,11.246,12.453,True
desv_local,3.647,3.649,3.355,3.963,True
desv_visita,3.771,3.543,3.246,3.881,True
pct_local_mas,0.53,0.516,0.441,0.585,True
pct_igual,0.072,0.079,0.051,0.11,True
pct_visita_mas,0.398,0.405,0.335,0.483,True
pct_over_24.5,0.534,0.47,0.398,0.547,True
pct_ambos_positivos,1.0,1.0,1.0,1.0,True
