estadistico,observado,simulado,p05,p95,dentro
media_local,1.817,1.773,1.543,1.985,True
media_visita,1.94,1.806,1.586,2.036,True
desv_local,1.351,1.34,1.208,1.478,True
desv_visita,1.357,1.354,1.236,1.493,True
pct_local_mas,0.354,0.383,0.318,0.457,True
pct_igual,0.219,0.219,0.18,0.258,True
pct_visita_mas,0.426,0.398,0.327,0.471,True
pct_over_3.5,0.517,0.479,0.411,0.547,True
pct_ambos_positivos,0.751,0.687,0.633,0.745,False
