estadistico,observado,simulado,p05,p95,dentro
media_local,0.748,0.771,0.64,0.905,True
media_visita,0.676,0.717,0.593,0.845,True
desv_local,0.866,0.899,0.804,1.001,True
desv_visita,0.781,0.868,0.781,0.972,False
pct_local_mas,0.345,0.331,0.269,0.395,True
pct_igual,0.348,0.369,0.319,0.419,True
pct_visita_mas,0.307,0.3,0.243,0.357,True
pct_over_0.5,0.776,0.765,0.712,0.812,True
pct_ambos_positivos,0.25,0.263,0.21,0.317,True
