temporada_txt,jornada_val,fecha_dt,hora_local_txt,hora_utc_txt,equipo_local_txt,equipo_visitante_txt,goles_local_val,goles_visitante_val,goles_local_primer_tiempo_val,goles_local_segundo_tiempo_val,goles_visitante_primer_tiempo_val,goles_visitante_segundo_tiempo_val,goles_total_primer_tiempo_val,goles_total_segundo_tiempo_val,goles_total_partido_val,tiros_local_val,tiros_visitante_val,tiros_a_puerta_local_val,tiros_a_puerta_visitante_val,corners_local_val,corners_visitante_val,faltas_local_val,faltas_visitante_val,amarillas_local_val,amarillas_visitante_val,rojas_local_val,rojas_visitante_val
2025-26,20,30/01/2026,20:45,19:45,Lens,Le Havre,1,0,1,0,0,0,1,0,1,15,8,3,2,4,3,20,10,1,2,0,0
2025-26,20,31/01/2026,17:00,16:00,Paris FC,Marseille,2,2,0,2,1,1,1,3,4,9,18,4,4,4,4,12,15,1,4,0,0
2025-26,20,31/01/2026,19:00,18:00,Lorient,Nantes,2,1,1,1,0,1,1,2,3,5,10,4,2,1,4,12,18,4,5,0,0
2025-26,20,31/01/2026,21:05,20:05,Monaco,Rennes,4,0,1,3,0,0,1,3,4,14,8,6,4,5,2,15,9,1,2,0,0
2025-26,20,01/02/2026,15:00,14:00,Lyon,Lille,1,0,1,0,0,0,1,0,1,4,11,2,4,2,7,15,11,1,4,0,0
2025-26,20,01/02/2026,17:15,16:15,Angers,Metz,1,0,1,0,0,0,1,0,1,17,5,7,0,4,3,11,11,2,2,0,1
2025-26,20,01/02/2026,17:15,16:15,Nice,Brest,2,2,0,2,2,0,2,2,4,15,12,7,2,6,5,15,21,5,3,0,0
2025-26,20,01/02/2026,17:15,16:15,Toulouse,Auxerre,0,0,0,0,0,0,0,0,0,12,8,4,2,5,4,12,13,1,2,0,0
2025-26,20,01/02/2026,20:45,19:45,Strasbourg,Paris Saint-Germain,1,2,1,0,1,1,2,1,3,9,13,4,4,5,6,8,6,1,0,0,1
2025-26,21,06/02/2026,20:45,19:45,Metz,Lille,0,0,0,0,0,0,0,0,0,6,16,2,1,1,6,12,9,1,1,0,0
2025-26,21,07/02/2026,17:00,16:00,Lens,Rennes,3,1,1,2,1,0,2,2,4,10,14,3,1,4,4,13,17,4,2,1,0
2025-26,21,07/02/2026,19:00,18:00,Brest,Lorient,2,0,0,2,0,0,0,2,2,11,13,5,2,7,7,11,10,2,0,0,0
2025-26,21,07/02/2026,21:05,20:05,Nantes,Lyon,0,1,0,0,1,0,1,0,1,13,10,2,3,5,4,13,11,4,2,0,1
2025-26,21,08/02/2026,15:00,14:00,Nice,Monaco,0,0,0,0,0,0,0,0,0,13,10,3,2,8,6,10,11,2,2,0,0
2025-26,21,08/02/2026,17:15,16:15,Angers,Toulouse,1,0,0,1,0,0,0,1,1,12,12,4,5,3,5,11,16,3,2,0,0
2025-26,21,08/02/2026,17:15,16:15,Auxerre,Paris FC,0,0,0,0,0,0,0,0,0,12,8,2,4,7,4,8,12,1,4,0,0
2025-26,21,08/02/2026,17:15,16:15,Le Havre,Strasbourg,2,1,1,1,1,0,2,1,3,15,10,7,3,9,3,15,12,2,1,0,1
2025-26,21,08/02/2026,20:45,19:45,Paris Saint-Germain,Marseille,5,0,2,3,0,0,2,3,5,22,9,7,3,5,2,11,18,2,2,0,0
2025-26,22,13/02/2026,19:00,18:00,Rennes,Paris Saint-Germain,3,1,1,2,0,1,1,3,4,13,22,4,7,5,8,10,9,0,0,0,0
2025-26,22,13/02/2026,21:05,20:05,Monaco,Nantes,3,1,3,0,1,0,4,0,4,12,13,6,2,9,3,15,8,5,2,1,0
2025-26,22,14/02/2026,17:00,16:00,Marseille,Strasbourg,2,2,1,1,0,2,1,3,4,10,12,6,4,5,5,11,10,4,2,0,0
2025-26,22,14/02/2026,19:00,18:00,Lille,Brest,1,1,0,1,0,1,0,2,2,20,11,5,4,13,1,6,12,0,1,0,0
2025-26,22,14/02/2026,21:05,20:05,Paris FC,Lens,0,5,0,0,2,3,2,3,5,11,17,6,6,3,5,13,9,2,1,0,0
2025-26,22,15/02/2026,15:00,14:00,Le Havre,Toulouse,2,1,1,1,1,0,2,1,3,5,25,2,9,1,10,7,16,1,4,1,0
2025-26,22,15/02/2026,17:15,16:15,Lorient,Angers,2,0,1,1,0,0,1,1,2,8,10,2,3,3,2,7,8,0,0,0,0
2025-26,22,15/02/2026,17:15,16:15,Metz,Auxerre,1,3,0,1,1,2,1,3,4,13,14,4,3,4,3,13,12,2,3,0,0
2025-26,22,15/02/2026,20:45,19:45,Lyon,Nice,2,0,1,1,0,0,1,1,2,9,10,2,3,8,5,16,12,3,1,0,0
2025-26,23,20/02/2026,20:45,19:45,Brest,Marseille,2,0,2,0,0,0,2,0,2,12,17,4,4,3,2,10,17,1,4,0,0
2025-26,23,21/02/2026,17:00,16:00,Lens,Monaco,2,3,1,1,0,3,1,4,5,18,10,7,5,7,2,13,12,2,1,0,0
2025-26,23,21/02/2026,19:00,18:00,Toulouse,Paris FC,1,1,0,1,1,0,1,1,2,23,5,10,2,12,3,13,7,1,5,0,0
2025-26,23,21/02/2026,21:05,20:05,Paris Saint-Germain,Metz,3,0,2,1,0,0,2,1,3,17,3,7,0,4,1,9,15,0,2,0,0
2025-26,23,22/02/2026,15:00,14:00,Auxerre,Rennes,0,3,0,0,3,0,3,0,3,11,12,2,7,4,5,17,22,1,4,0,0
2025-26,23,22/02/2026,17:15,16:15,Angers,Lille,0,1,0,0,1,0,1,0,1,6,14,2,5,1,7,14,11,3,1,0,0
2025-26,23,22/02/2026,17:15,16:15,Nantes,Le Havre,2,0,2,0,0,0,2,0,2,9,6,2,1,5,6,17,13,4,3,0,0
2025-26,23,22/02/2026,17:15,16:15,Nice,Lorient,3,3,2,1,1,2,3,3,6,8,17,4,5,3,7,15,4,2,3,0,0
2025-26,23,22/02/2026,20:45,19:45,Strasbourg,Lyon,3,1,1,2,0,1,1,3,4,13,4,7,2,4,2,11,12,1,2,0,0
2025-26,24,27/02/2026,20:45,19:45,Strasbourg,Lens,1,1,1,0,0,1,1,1,2,8,25,5,5,2,8,9,8,2,2,0,0
2025-26,24,28/02/2026,17:00,16:00,Rennes,Toulouse,1,0,1,0,0,0,1,0,1,10,9,2,2,6,1,9,13,1,3,0,0
2025-26,24,28/02/2026,19:00,18:00,Monaco,Angers,2,0,0,2,0,0,0,2,2,10,6,4,2,5,2,9,10,0,3,0,0
2025-26,24,28/02/2026,21:05,20:05,Le Havre,Paris Saint-Germain,0,1,0,0,1,0,1,0,1,10,22,2,9,3,3,12,10,3,0,0,0
2025-26,24,01/03/2026,15:00,14:00,Paris FC,Nice,1,0,1,0,0,0,1,0,1,16,11,6,3,8,6,7,8,6,3,1,0
2025-26,24,01/03/2026,17:15,16:15,Lille,Nantes,1,0,0,1,0,0,0,1,1,9,3,3,1,4,1,11,15,3,1,0,0
2025-26,24,01/03/2026,17:15,16:15,Lorient,Auxerre,2,2,2,0,2,0,4,0,4,15,10,5,3,3,7,11,10,1,3,0,0
2025-26,24,01/03/2026,17:15,16:15,Metz,Brest,0,1,0,0,0,1,0,1,1,24,6,6,1,12,4,14,11,2,1,0,1
2025-26,24,01/03/2026,20:45,19:45,Marseille,Lyon,3,2,0,3,1,1,1,4,5,18,12,7,6,8,1,16,8,3,2,0,0
2025-26,25,06/03/2026,20:45,19:45,Paris Saint-Germain,Monaco,1,3,0,1,1,2,1,3,4,20,11,6,6,7,3,12,6,1,3,0,0
2025-26,25,07/03/2026,17:00,16:00,Nantes,Angers,0,1,0,0,0,1,0,1,1,13,11,3,4,3,4,14,19,1,1,0,0
2025-26,25,07/03/2026,19:00,18:00,Auxerre,Strasbourg,0,0,0,0,0,0,0,0,0,10,13,4,5,5,4,10,11,1,2,0,0
2025-26,25,07/03/2026,21:05,20:05,Toulouse,Marseille,0,1,0,0,1,0,1,0,1,12,10,2,3,4,2,15,14,2,3,0,0
2025-26,25,08/03/2026,15:00,14:00,Lens,Metz,3,0,1,2,0,0,1,2,3,24,5,7,0,6,4,12,17,0,3,0,0
2025-26,25,08/03/2026,17:15,16:15,Brest,Le Havre,2,0,1,1,0,0,1,1,2,11,14,2,0,1,3,15,17,3,1,0,0
2025-26,25,08/03/2026,17:15,16:15,Lille,Lorient,1,1,0,1,0,1,0,2,2,12,9,2,5,5,1,14,13,4,1,0,0
2025-26,25,08/03/2026,17:15,16:15,Nice,Rennes,0,4,0,0,2,2,2,2,4,14,12,2,6,7,1,9,8,2,1,0,0
2025-26,25,08/03/2026,20:45,19:45,Lyon,Paris FC,1,1,0,1,0,1,0,2,2,14,14,4,4,8,2,7,9,2,0,0,0
2025-26,26,13/03/2026,20:45,19:45,Marseille,Auxerre,1,0,0,1,0,0,0,1,1,16,8,3,3,9,2,12,17,4,2,0,0
2025-26,26,14/03/2026,17:00,16:00,Lorient,Lens,2,1,1,1,0,1,1,2,3,6,20,3,6,1,10,6,11,2,3,0,0
2025-26,26,14/03/2026,19:00,18:00,Angers,Nice,0,2,0,0,0,2,0,2,2,11,12,1,8,7,6,10,13,1,3,0,0
2025-26,26,14/03/2026,21:05,20:05,Monaco,Brest,2,0,1,1,0,0,1,1,2,10,13,4,1,3,8,9,8,2,1,0,0
2025-26,26,15/03/2026,15:00,14:00,Strasbourg,Paris FC,0,0,0,0,0,0,0,0,0,12,11,3,2,12,4,11,17,1,0,0,0
2025-26,26,15/03/2026,17:15,16:15,Le Havre,Lyon,0,0,0,0,0,0,0,0,0,12,13,4,4,2,2,7,16,1,3,1,0
2025-26,26,15/03/2026,17:15,16:15,Metz,Toulouse,3,4,2,1,3,1,5,2,7,17,19,8,6,4,4,10,13,0,3,0,0
2025-26,26,15/03/2026,20:45,19:45,Rennes,Lille,1,2,0,1,1,1,1,2,3,12,8,4,3,5,2,16,7,2,5,0,0
2025-26,27,20/03/2026,20:45,19:45,Lens,Angers,5,1,3,2,0,1,3,3,6,26,16,9,5,7,3,7,5,0,0,0,0
2025-26,27,21/03/2026,17:00,16:00,Toulouse,Lorient,1,0,0,1,0,0,0,1,1,12,7,4,2,1,4,9,10,2,3,0,0
2025-26,27,21/03/2026,19:00,18:00,Auxerre,Brest,3,0,1,2,0,0,1,2,3,11,9,7,2,6,3,10,14,0,4,1,0
2025-26,27,21/03/2026,21:05,20:05,Nice,Paris Saint-Germain,0,4,0,0,1,3,1,3,4,6,17,1,10,2,5,12,5,0,1,1,0
2025-26,27,22/03/2026,15:00,14:00,Lyon,Monaco,1,2,1,0,0,2,1,2,3,15,21,4,7,2,6,11,19,1,3,1,0
2025-26,27,22/03/2026,17:15,16:15,Marseille,Lille,1,2,1,0,0,2,1,2,3,14,11,3,4,6,4,8,6,1,3,0,0
2025-26,27,22/03/2026,17:15,16:15,Paris FC,Le Havre,3,2,2,1,0,2,2,3,5,15,20,4,6,9,5,9,13,0,1,1,0
2025-26,27,22/03/2026,17:15,16:15,Rennes,Metz,0,0,0,0,0,0,0,0,0,25,7,8,2,8,2,13,13,1,3,0,0
2025-26,27,22/03/2026,20:45,19:45,Nantes,Strasbourg,2,3,1,1,1,2,2,3,5,14,13,9,9,3,6,15,17,3,3,0,0
2025-26,28,03/04/2026,20:45,18:45,Paris Saint-Germain,Toulouse,3,1,2,1,1,0,3,1,4,17,5,7,1,5,2,4,13,0,1,0,0
2025-26,28,04/04/2026,17:00,15:00,Strasbourg,Nice,3,1,3,0,0,1,3,1,4,16,8,6,3,4,10,7,15,0,2,0,0
2025-26,28,04/04/2026,19:00,17:00,Brest,Rennes,3,4,1,2,2,2,3,4,7,10,15,4,7,3,7,13,11,2,4,0,0
2025-26,28,04/04/2026,21:05,19:05,Lille,Lens,3,0,1,2,0,0,1,2,3,13,5,7,1,3,3,9,13,3,2,0,0
2025-26,28,05/04/2026,15:00,13:00,Angers,Lyon,0,0,0,0,0,0,0,0,0,7,11,1,2,3,7,14,13,3,0,0,0
2025-26,28,05/04/2026,17:15,15:15,Le Havre,Auxerre,1,1,1,0,1,0,2,0,2,10,12,3,2,5,5,16,21,2,2,0,0
2025-26,28,05/04/2026,17:15,15:15,Lorient,Paris FC,1,1,0,1,0,1,0,2,2,10,7,3,5,5,6,8,6,1,2,0,0
2025-26,28,05/04/2026,17:15,15:15,Metz,Nantes,0,0,0,0,0,0,0,0,0,19,6,5,2,6,3,14,10,2,1,0,1
2025-26,28,05/04/2026,20:45,18:45,Monaco,Marseille,2,1,0,2,0,1,0,3,3,7,19,3,9,0,8,14,9,2,2,0,0
2025-26,29,10/04/2026,19:00,17:00,Paris FC,Monaco,4,1,3,1,1,0,4,1,5,12,19,6,5,1,11,5,6,1,0,0,0
2025-26,29,10/04/2026,21:05,19:05,Marseille,Metz,3,1,1,2,0,1,1,3,4,18,6,9,2,7,4,12,8,1,2,0,0
2025-26,29,11/04/2026,19:00,17:00,Auxerre,Nantes,0,0,0,0,0,0,0,0,0,5,13,0,4,3,2,20,15,0,4,0,0
2025-26,29,11/04/2026,21:05,19:05,Rennes,Angers,2,1,2,0,0,1,2,1,3,15,6,7,4,11,3,9,15,0,2,0,0
2025-26,29,12/04/2026,17:15,15:15,Nice,Le Havre,1,1,0,1,1,0,1,1,2,15,11,5,6,5,2,20,14,1,1,0,0
2025-26,29,12/04/2026,17:15,15:15,Toulouse,Lille,0,4,0,0,1,3,1,3,4,9,15,1,9,4,2,13,12,2,0,1,0
2025-26,29,12/04/2026,20:45,18:45,Lyon,Lorient,2,0,0,2,0,0,0,2,2,11,12,5,6,4,6,17,14,4,1,0,0
2025-26,30,17/04/2026,20:45,18:45,Lens,Toulouse,3,2,0,3,2,0,2,3,5,41,5,13,2,14,1,9,15,1,1,0,1
2025-26,30,18/04/2026,17:00,15:00,Lorient,Marseille,2,0,1,1,0,0,1,1,2,11,16,4,2,1,7,6,10,0,3,0,0
2025-26,30,18/04/2026,19:00,17:00,Angers,Le Havre,1,1,1,0,1,0,2,0,2,11,16,5,8,4,3,15,20,1,3,0,1
2025-26,30,18/04/2026,21:05,19:05,Lille,Nice,0,0,0,0,0,0,0,0,0,9,5,2,1,5,3,9,10,3,1,0,0
2025-26,30,19/04/2026,15:00,13:00,Monaco,Auxerre,2,2,0,2,2,0,2,2,4,15,12,6,7,11,3,19,8,2,3,0,0
2025-26,30,19/04/2026,17:15,15:15,Metz,Paris FC,1,3,1,0,1,2,2,2,4,13,15,6,7,6,5,9,8,2,2,0,0
2025-26,29,19/04/2026,17:15,15:15,Nantes,Brest,1,1,1,0,0,1,1,1,2,17,4,4,2,11,0,13,17,2,2,1,0
2025-26,30,19/04/2026,17:15,15:15,Strasbourg,Rennes,0,3,0,0,1,2,1,2,3,9,26,1,9,2,9,10,12,0,1,0,0
2025-26,30,19/04/2026,20:45,18:45,Paris Saint-Germain,Lyon,1,2,0,1,2,0,2,1,3,23,6,6,5,13,5,10,8,5,1,0,0
2025-26,30,22/04/2026,19:00,17:00,Paris Saint-Germain,Nantes,3,0,2,1,0,0,2,1,3,14,11,6,4,7,6,11,8,2,1,0,0
2025-26,30,24/04/2026,20:45,18:45,Brest,Lens,3,3,3,0,0,3,3,3,6,6,25,3,7,0,6,7,11,3,3,0,0
2025-26,31,25/04/2026,15:00,13:00,Lyon,Auxerre,3,2,1,2,1,1,2,3,5,12,9,6,2,6,3,11,15,1,2,0,0
2025-26,31,25/04/2026,19:00,17:00,Angers,Paris Saint-Germain,0,3,0,0,2,1,2,1,3,6,17,1,10,5,4,9,3,0,2,0,1
2025-26,31,25/04/2026,21:05,19:05,Toulouse,Monaco,2,2,0,2,2,0,2,2,4,18,8,5,5,4,2,17,10,3,2,0,0
2025-26,31,26/04/2026,15:00,13:00,Lorient,Strasbourg,2,3,1,1,0,3,1,4,5,14,11,6,5,9,7,9,16,1,2,0,0
2025-26,31,26/04/2026,17:15,15:15,Le Havre,Metz,4,4,2,2,2,2,4,4,8,14,12,5,5,6,4,12,12,3,1,0,0
2025-26,31,26/04/2026,17:15,15:15,Paris FC,Lille,0,1,0,0,1,0,1,0,1,7,10,2,4,7,3,12,10,6,3,1,0
2025-26,31,26/04/2026,17:15,15:15,Rennes,Nantes,2,1,1,1,1,0,2,1,3,14,24,5,8,6,8,15,15,3,2,0,0
2025-26,31,26/04/2026,20:45,18:45,Marseille,Nice,1,1,0,1,0,1,0,2,2,24,5,6,2,7,1,14,7,4,1,0,0
2025-26,32,02/05/2026,15:00,13:00,Nantes,Marseille,3,0,0,3,0,0,0,3,3,17,16,6,8,7,8,12,11,1,3,0,0
2025-26,32,02/05/2026,17:00,15:00,Paris Saint-Germain,Lorient,2,2,1,1,1,1,2,2,4,24,5,6,3,12,2,9,7,1,1,0,0
2025-26,32,02/05/2026,19:00,17:00,Metz,Monaco,1,2,0,1,0,2,0,3,3,13,15,1,3,5,9,10,15,0,2,0,0
2025-26,32,02/05/2026,21:05,19:05,Nice,Lens,1,1,0,1,0,1,0,2,2,9,16,2,4,7,8,11,10,2,3,0,1
2025-26,32,03/05/2026,15:00,13:00,Lille,Le Havre,1,1,1,0,1,0,2,0,2,22,2,10,2,14,5,9,15,2,3,0,0
2025-26,32,03/05/2026,17:15,15:15,Auxerre,Angers,3,1,1,2,0,1,1,3,4,19,9,10,3,4,6,12,2,2,4,0,1
2025-26,32,03/05/2026,17:15,15:15,Paris FC,Brest,4,0,2,2,0,0,2,2,4,17,10,8,1,7,3,10,8,2,1,0,0
2025-26,32,03/05/2026,17:15,15:15,Strasbourg,Toulouse,1,2,1,0,1,1,2,1,3,9,16,4,6,8,3,7,15,1,3,0,0
2025-26,32,03/05/2026,20:45,18:45,Lyon,Rennes,4,2,2,2,1,1,3,3,6,16,8,9,5,7,5,10,14,0,3,0,0
2025-26,33,08/05/2026,20:45,18:45,Lens,Nantes,1,0,0,1,0,0,0,1,1,14,15,5,3,8,3,15,15,2,1,0,0
2025-26,33,10/05/2026,21:00,19:00,Angers,Strasbourg,1,1,0,1,1,0,1,1,2,11,15,4,6,0,2,16,13,2,2,0,0
2025-26,33,10/05/2026,21:00,19:00,Auxerre,Nice,2,1,1,1,1,0,2,1,3,12,10,4,6,10,1,15,9,1,0,0,0
2025-26,33,10/05/2026,21:00,19:00,Le Havre,Marseille,0,1,0,0,0,1,0,1,1,10,8,2,3,3,0,20,22,4,2,0,0
2025-26,33,10/05/2026,21:00,19:00,Metz,Lorient,0,4,0,0,1,3,1,3,4,8,14,2,7,7,4,8,8,2,2,0,0
2025-26,33,10/05/2026,21:00,19:00,Monaco,Lille,0,1,0,0,0,1,0,1,1,7,7,3,2,5,2,13,10,1,3,0,0
2025-26,32,10/05/2026,21:00,19:00,Paris Saint-Germain,Brest,1,0,0,1,0,0,0,1,1,23,3,6,2,13,2,5,12,0,0,0,0
2025-26,33,10/05/2026,21:00,19:00,Rennes,Paris FC,2,1,0,2,0,1,0,3,3,14,11,5,1,8,2,13,11,0,2,0,0
2025-26,33,10/05/2026,21:00,19:00,Toulouse,Lyon,2,1,1,1,0,1,1,2,3,14,18,6,3,7,8,20,9,6,2,1,0
2025-26,33,13/05/2026,19:00,17:00,Brest,Strasbourg,1,2,1,0,2,0,3,0,3,21,10,6,5,5,4,10,11,0,1,0,0
2025-26,33,13/05/2026,21:00,19:00,Lens,Paris Saint-Germain,0,2,0,0,1,1,1,1,2,25,10,10,3,6,3,9,3,0,1,0,0
2025-26,34,17/05/2026,21:00,19:00,Brest,Angers,1,1,0,1,0,1,0,2,2,18,8,5,2,6,3,9,8,1,1,0,0
2025-26,34,17/05/2026,21:00,19:00,Lille,Auxerre,0,2,0,0,1,1,1,1,2,12,7,3,4,4,2,9,16,3,2,0,0
2025-26,34,17/05/2026,21:00,19:00,Lorient,Le Havre,0,2,0,0,1,1,1,1,2,12,7,2,4,5,1,11,11,2,1,0,0
2025-26,34,17/05/2026,21:00,19:00,Lyon,Lens,0,4,0,0,3,1,3,1,4,16,14,4,4,20,8,10,11,1,4,0,0
2025-26,34,17/05/2026,21:00,19:00,Marseille,Rennes,3,1,2,1,0,1,2,2,4,27,27,11,6,4,11,11,10,3,1,0,0
2025-26,34,17/05/2026,21:00,19:00,Nantes,Toulouse,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,3,5,0,0,0,0
2025-26,34,17/05/2026,21:00,19:00,Nice,Metz,0,0,0,0,0,0,0,0,0,22,16,4,4,10,4,11,15,2,1,0,0
2025-26,34,17/05/2026,21:00,19:00,Paris FC,Paris Saint-Germain,2,1,0,2,0,1,0,3,3,17,9,9,2,3,3,8,9,2,1,0,0
2025-26,34,17/05/2026,21:00,19:00,Strasbourg,Monaco,5,4,1,4,3,1,4,5,9,15,21,7,8,4,6,7,11,1,2,0,0
2026-27,1,21/08/2026,20:45,18:45,Marseille,Strasbourg,4,0,0,4,0,0,0,4,4,14,5,8,2,3,4,6,12,1,2,0,1
2026-27,1,22/08/2026,17:15,15:15,Lens,Auxerre,5,2,1,4,0,2,1,6,7,12,10,9,4,4,7,6,21,1,1,0,1
2026-27,1,22/08/2026,20:45,18:45,Le Mans,Brest,2,2,1,1,1,1,2,2,4,8,26,5,7,1,10,14,12,1,1,0,0
2026-27,1,22/08/2026,20:45,18:45,Nice,Lorient,0,0,0,0,0,0,0,0,0,14,10,1,2,9,3,15,8,1,0,0,0
2026-27,1,22/08/2026,20:45,18:45,Toulouse,Lyon,0,2,0,0,0,2,0,2,2,17,11,2,3,6,5,15,15,1,2,0,0
2026-27,1,22/08/2026,20:45,18:45,Troyes,Paris FC,0,0,0,0,0,0,0,0,0,9,10,2,1,6,2,8,14,2,1,0,0
2026-27,1,23/08/2026,15:00,13:00,Angers,Lille,0,2,0,0,2,0,2,0,2,20,11,2,8,8,3,11,13,2,2,0,0
2026-27,1,23/08/2026,17:15,15:15,Le Havre,Monaco,0,1,0,0,1,0,1,0,1,15,15,4,7,7,4,13,12,3,2,0,0
2026-27,1,23/08/2026,20:45,18:45,Rennes,Paris Saint-Germain,2,2,2,0,0,2,2,2,4,9,19,3,5,0,10,7,6,2,2,0,0
2026-27,2,28/08/2026,20:45,18:45,Lille,Paris Saint-Germain,2,2,1,1,0,2,1,3,4,9,18,4,4,0,5,11,7,2,1,0,0
2026-27,2,29/08/2026,17:15,15:15,Strasbourg,Lens,2,1,0,2,1,0,1,2,3,16,17,7,7,3,6,10,11,2,2,0,0
2026-27,2,29/08/2026,20:45,18:45,Auxerre,Angers,1,3,1,0,1,2,2,2,4,20,15,7,6,7,10,16,6,3,2,0,0
2026-27,2,29/08/2026,20:45,18:45,Brest,Toulouse,2,2,1,1,1,1,2,2,4,26,6,7,2,7,2,19,18,2,3,0,0
2026-27,2,29/08/2026,20:45,18:45,Lorient,Troyes,1,2,0,1,2,0,2,1,3,15,11,6,2,2,5,9,11,0,0,0,0
2026-27,2,29/08/2026,20:45,18:45,Lyon,Le Havre,1,1,0,1,0,1,0,2,2,16,12,5,4,5,5,7,16,0,2,0,0
2026-27,2,30/08/2026,15:00,13:00,Paris FC,Nice,3,0,1,2,0,0,1,2,3,15,15,4,4,2,4,7,7,0,1,0,0
2026-27,2,30/08/2026,17:15,15:15,Rennes,Le Mans,3,2,2,1,1,1,3,2,5,22,12,8,5,8,6,15,15,3,2,0,1
2026-27,2,30/08/2026,20:45,18:45,Monaco,Marseille,2,0,1,1,0,0,1,1,2,11,13,5,2,5,7,9,10,4,0,0,0
2026-27,3,03/09/2026,20:45,18:45,Toulouse,Lille,0,1,0,0,0,1,0,1,1,24,10,10,6,6,2,16,9,1,0,0,0
2026-27,3,04/09/2026,19:00,17:00,Lyon,Auxerre,3,1,2,1,1,0,3,1,4,21,8,7,3,9,5,11,8,2,2,0,0
2026-27,3,04/09/2026,21:05,19:05,Paris Saint-Germain,Monaco,1,2,1,0,0,2,1,2,3,23,4,10,2,6,0,9,11,1,1,0,0
2026-27,3,05/09/2026,17:15,15:15,Lens,Lorient,0,1,0,0,0,1,0,1,1,17,8,6,3,8,0,18,6,4,1,1,0
2026-27,3,05/09/2026,20:45,18:45,Le Havre,Brest,1,2,0,1,1,1,1,2,3,18,19,4,9,5,5,15,18,1,1,1,0
2026-27,3,05/09/2026,20:45,18:45,Nice,Le Mans,1,1,1,0,1,0,2,0,2,8,8,2,3,5,2,4,11,2,2,0,0
2026-27,3,06/09/2026,15:00,13:00,Troyes,Strasbourg,2,6,1,1,2,4,3,5,8,27,19,6,12,11,0,6,16,1,1,0,0
2026-27,3,06/09/2026,17:15,15:15,Angers,Rennes,1,2,1,0,2,0,3,0,3,19,17,3,5,12,6,10,15,1,1,0,0
2026-27,3,06/09/2026,20:45,18:45,Marseille,Paris FC,2,3,1,1,2,1,3,2,5,14,18,5,7,5,4,10,12,0,2,0,0
