temporada_txt,jornada_val,fecha_dt,hora_local_txt,hora_utc_txt,equipo_local_txt,equipo_visitante_txt,goles_local_val,goles_visitante_val,goles_local_primer_tiempo_val,goles_local_segundo_tiempo_val,goles_visitante_primer_tiempo_val,goles_visitante_segundo_tiempo_val,goles_total_primer_tiempo_val,goles_total_segundo_tiempo_val,goles_total_partido_val,tiros_local_val,tiros_visitante_val,tiros_a_puerta_local_val,tiros_a_puerta_visitante_val,corners_local_val,corners_visitante_val,faltas_local_val,faltas_visitante_val,amarillas_local_val,amarillas_visitante_val,rojas_local_val,rojas_visitante_val
2025-26,16,20/12/2025,18:00,17:00,Lazio,Cremonese,0,0,0,0,0,0,0,0,0,8,9,2,2,3,0,13,21,4,3,0,1
2025-26,16,20/12/2025,20:45,19:45,Juventus,AS Roma,2,1,1,1,0,1,1,2,3,13,14,9,5,2,4,14,13,2,3,0,0
2025-26,16,21/12/2025,12:30,11:30,Cagliari,Pisa,2,2,0,2,1,1,1,3,4,14,15,5,3,2,6,15,20,3,2,0,0
2025-26,16,21/12/2025,15:00,14:00,Sassuolo,Torino,0,1,0,0,0,1,0,1,1,7,10,1,5,2,3,15,17,3,1,0,0
2025-26,16,21/12/2025,18:00,17:00,Fiorentina,Udinese,5,1,3,2,0,1,3,3,6,20,11,7,4,1,4,10,8,3,1,0,1
2025-26,16,21/12/2025,20:45,19:45,Genoa,Atalanta,0,1,0,0,0,1,0,1,1,6,16,3,4,6,10,11,19,1,2,1,0
2025-26,17,27/12/2025,12:30,11:30,Parma,Fiorentina,1,0,0,1,0,0,0,1,1,13,23,2,4,5,6,10,15,2,2,0,0
2025-26,16,27/12/2025,15:00,14:00,Lecce,Como,0,3,0,0,1,2,1,2,3,11,12,5,6,4,6,10,23,2,4,0,0
2025-26,17,27/12/2025,15:00,14:00,Torino,Cagliari,1,2,1,0,1,1,2,1,3,19,9,10,4,6,2,14,13,3,0,0,0
2025-26,17,27/12/2025,18:00,17:00,Udinese,Lazio,1,1,0,1,0,1,0,2,2,15,14,4,2,5,6,19,14,3,4,0,0
2025-26,17,27/12/2025,20:45,19:45,Pisa,Juventus,0,2,0,0,0,2,0,2,2,8,15,0,7,2,8,10,12,4,1,0,0
2025-26,16,28/12/2025,12:30,11:30,AC Milan,Hellas Verona,3,0,1,2,0,0,1,2,3,11,9,5,1,7,3,5,15,0,1,0,0
2025-26,17,28/12/2025,15:00,14:00,Cremonese,Napoli,0,2,0,0,2,0,2,0,2,6,22,2,8,1,10,13,8,2,2,0,0
2025-26,17,28/12/2025,18:00,17:00,Bologna,Sassuolo,1,1,0,1,0,1,0,2,2,16,8,6,5,2,3,18,19,2,3,0,0
2025-26,17,28/12/2025,20:45,19:45,Atalanta,Inter,0,1,0,0,0,1,0,1,1,7,15,0,4,4,7,8,12,2,1,0,0
2025-26,17,29/12/2025,20:45,19:45,AS Roma,Genoa,3,1,3,0,0,1,3,1,4,16,10,8,2,6,1,13,13,0,1,0,0
2025-26,18,02/01/2026,20:45,19:45,Cagliari,AC Milan,0,1,0,0,0,1,0,1,1,6,11,1,4,6,7,10,8,2,1,0,0
2025-26,18,03/01/2026,12:30,11:30,Como,Udinese,1,0,1,0,0,0,1,0,1,15,4,3,1,3,2,12,15,1,3,0,0
2025-26,18,03/01/2026,15:00,14:00,Genoa,Pisa,1,1,1,0,1,0,2,0,2,12,10,4,2,2,7,9,17,1,3,0,0
2025-26,18,03/01/2026,15:00,14:00,Sassuolo,Parma,1,1,1,0,1,0,2,0,2,11,16,3,5,4,7,12,7,2,1,0,0
2025-26,18,03/01/2026,18:00,17:00,Juventus,Lecce,1,1,0,1,1,0,1,1,2,25,6,5,1,10,1,6,7,0,3,0,0
